compliance_check,audit_schedule,last_audit_days_ago,days_to_next_audit,compliance_status,last_audit_findings,open_findings,finding_closure_rate_pct,regulatory_authority,risk_level,estimated_remediation_days,gxp_impact_area,transformation_dependency
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,15,162,Compliant,0,0,100.0,EMA,Low,0,Quality,None
21 CFR Part 11 - Electronic Records Compliance,Continuous,307,1,Due Soon,3,0,100.0,Multiple,High,0,Manufacturing,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,86,3,Due Soon,7,0,100.0,Multiple,High,0,Manufacturing,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,335,307,Compliant,3,5,35.5,Multiple,Low,1,Process,None
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,235,41,Scheduled,1,1,63.6,PMDA,Medium,10,Quality,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Monthly,365,29,Due Soon,2,0,100.0,EMA,High,0,Data Integrity,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Quarterly,16,8,Due Soon,3,1,87.1,EMA,High,1,Process,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Monthly,351,7,Due Soon,9,1,95.6,Multiple,High,7,Quality,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Monthly,329,16,Due Soon,5,1,92.2,FDA,High,0,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,237,62,Compliant,2,2,61.9,FDA,Low,12,Manufacturing,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Monthly,267,27,Due Soon,10,0,100.0,Multiple,High,0,All,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Monthly,134,30,Scheduled,0,1,-300.0,FDA,Medium,9,Process,None
21 CFR Part 11 - Electronic Records Compliance,Annual,247,224,Compliant,0,2,-700.0,FDA,Low,1,Data Integrity,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Annual,205,186,Compliant,0,4,-1500.0,Multiple,Low,4,All,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Annual,135,74,Compliant,9,0,100.0,FDA,Low,0,Quality,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Monthly,174,21,Due Soon,0,2,-700.0,EMA,High,18,Quality,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,50,67,Compliant,2,0,100.0,PMDA,Low,0,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Monthly,126,24,Due Soon,3,0,100.0,PMDA,High,0,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Monthly,231,10,Due Soon,5,0,100.0,PMDA,High,0,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,72,0,Due Soon,5,0,100.0,EMA,High,0,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,190,113,Compliant,2,2,61.9,PMDA,Low,0,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,325,145,Compliant,5,0,100.0,PMDA,Low,0,All,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Quarterly,356,19,Due Soon,1,0,100.0,EMA,High,0,Quality,None
21 CFR Part 11 - Electronic Records Compliance,Quarterly,132,49,Scheduled,6,0,100.0,EMA,Medium,0,Manufacturing,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Continuous,76,4,Due Soon,2,1,81.0,FDA,High,3,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,245,6,Due Soon,1,1,63.6,EMA,High,2,Data Integrity,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Continuous,268,5,Due Soon,1,2,27.3,PMDA,High,18,All,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,247,134,Compliant,1,1,63.6,EMA,Low,0,All,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Annual,34,342,Compliant,2,5,4.8,PMDA,Low,3,Quality,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,77,57,Scheduled,2,2,61.9,PMDA,Medium,9,Process,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,256,91,Compliant,1,0,100.0,Multiple,Low,0,Process,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Continuous,104,3,Due Soon,1,0,100.0,PMDA,High,0,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Annual,260,168,Compliant,3,0,100.0,FDA,Low,0,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Continuous,29,1,Due Soon,5,0,100.0,Multiple,High,0,Process,None
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,132,62,Compliant,1,1,63.6,EMA,Low,1,Quality,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Monthly,21,5,Due Soon,2,0,100.0,PMDA,High,0,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,33,97,Compliant,0,0,100.0,EMA,Low,0,Process,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,117,106,Compliant,1,3,-9.1,EMA,Low,0,Process,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,51,14,Due Soon,5,0,100.0,FDA,High,0,Data Integrity,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,60,122,Compliant,2,1,81.0,Multiple,Low,26,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,278,25,Due Soon,4,6,41.5,EMA,High,15,Process,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Quarterly,5,72,Compliant,1,4,-45.5,Multiple,Low,41,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,326,150,Compliant,0,3,-1100.0,Multiple,Low,10,Manufacturing,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Monthly,139,19,Due Soon,7,3,83.1,Multiple,High,22,Quality,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,264,7,Due Soon,6,0,100.0,PMDA,High,0,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,175,3,Due Soon,0,0,100.0,PMDA,High,0,Process,None
21 CFR Part 11 - Electronic Records Compliance,Quarterly,226,80,Compliant,0,0,100.0,FDA,Low,0,Quality,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Annual,261,163,Compliant,3,0,100.0,Multiple,Low,0,All,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,222,16,Due Soon,3,2,74.2,PMDA,High,10,Manufacturing,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Quarterly,352,81,Compliant,1,0,100.0,EMA,Low,0,Quality,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,158,54,Scheduled,0,1,-300.0,PMDA,Medium,12,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,351,3,Due Soon,2,1,81.0,PMDA,High,4,Process,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Continuous,166,2,Due Soon,0,2,-700.0,EMA,High,2,Quality,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Semi-Annual,313,40,Scheduled,2,2,61.9,EMA,Medium,1,Data Integrity,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,305,20,Due Soon,2,1,81.0,Multiple,High,13,Data Integrity,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Quarterly,156,60,Compliant,0,2,-700.0,PMDA,Low,0,Quality,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Quarterly,162,45,Scheduled,2,0,100.0,Multiple,Medium,0,Data Integrity,Process Automation
21 CFR Part 11 - Electronic Records Compliance,Continuous,214,6,Due Soon,0,0,100.0,FDA,High,0,All,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Monthly,331,11,Due Soon,0,0,100.0,EMA,High,0,All,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Annual,104,360,Compliant,0,3,-1100.0,EMA,Low,1,Data Integrity,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Quarterly,165,3,Due Soon,6,2,86.9,Multiple,High,6,All,Data Governance
21 CFR Part 11 - Electronic Records Compliance,Continuous,111,3,Due Soon,2,0,100.0,Multiple,High,0,Data Integrity,eBR Implementation
21 CFR Part 11 - Electronic Records Compliance,Annual,83,124,Compliant,17,1,97.7,PMDA,Low,30,All,None
21 CFR Part 11 - Electronic Records Compliance,Monthly,24,30,Scheduled,1,3,-9.1,Multiple,Medium,5,All,System Upgrade
21 CFR Part 11 - Electronic Records Compliance,Quarterly,301,77,Compliant,6,0,100.0,Multiple,Low,0,Manufacturing,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,176,327,Compliant,3,1,87.1,PMDA,Low,10,Process,Data Governance
Audit Trail Integrity & Data Integrity,Monthly,146,29,Due Soon,1,1,63.6,FDA,High,2,All,System Upgrade
Audit Trail Integrity & Data Integrity,Annual,212,166,Compliant,2,1,81.0,EMA,Low,3,Quality,None
Audit Trail Integrity & Data Integrity,Quarterly,103,73,Compliant,4,0,100.0,FDA,Low,0,All,System Upgrade
Audit Trail Integrity & Data Integrity,Quarterly,280,73,Compliant,0,0,100.0,PMDA,Low,0,Process,None
Audit Trail Integrity & Data Integrity,Quarterly,12,88,Compliant,6,1,93.4,EMA,Low,18,Manufacturing,Data Governance
Audit Trail Integrity & Data Integrity,Quarterly,110,57,Scheduled,2,2,61.9,EMA,Medium,3,Data Integrity,Process Automation
Audit Trail Integrity & Data Integrity,Semi-Annual,186,117,Compliant,5,0,100.0,PMDA,Low,0,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Quarterly,12,77,Compliant,2,0,100.0,EMA,Low,0,Manufacturing,Process Automation
Audit Trail Integrity & Data Integrity,Monthly,250,12,Due Soon,7,1,94.4,FDA,High,19,Process,eBR Implementation
Audit Trail Integrity & Data Integrity,Continuous,9,5,Due Soon,0,0,100.0,Multiple,High,0,Manufacturing,None
Audit Trail Integrity & Data Integrity,Quarterly,252,68,Compliant,1,1,63.6,PMDA,Low,16,Process,Data Governance
Audit Trail Integrity & Data Integrity,Annual,290,38,Scheduled,1,0,100.0,FDA,Medium,0,Process,eBR Implementation
Audit Trail Integrity & Data Integrity,Continuous,263,2,Due Soon,1,1,63.6,FDA,High,4,Process,Process Automation
Audit Trail Integrity & Data Integrity,Continuous,38,3,Due Soon,11,0,100.0,Multiple,High,0,Data Integrity,Process Automation
Audit Trail Integrity & Data Integrity,Monthly,78,28,Due Soon,4,1,90.2,PMDA,High,2,Manufacturing,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,233,5,Due Soon,4,0,100.0,Multiple,High,0,Manufacturing,Process Automation
Audit Trail Integrity & Data Integrity,Continuous,4,4,Due Soon,3,1,87.1,Multiple,High,1,Manufacturing,eBR Implementation
Audit Trail Integrity & Data Integrity,Semi-Annual,219,82,Compliant,5,1,92.2,EMA,Low,15,Data Integrity,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,273,5,Due Soon,1,0,100.0,Multiple,High,0,Quality,None
Audit Trail Integrity & Data Integrity,Quarterly,79,73,Compliant,1,3,-9.1,EMA,Low,27,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Quarterly,52,23,Due Soon,1,0,100.0,FDA,High,0,Process,None
Audit Trail Integrity & Data Integrity,Annual,277,65,Compliant,3,2,74.2,PMDA,Low,16,Manufacturing,Data Governance
Audit Trail Integrity & Data Integrity,Quarterly,337,29,Due Soon,0,0,100.0,EMA,High,0,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Semi-Annual,139,108,Compliant,1,0,100.0,EMA,Low,0,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Annual,226,70,Compliant,4,1,90.2,FDA,Low,17,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Monthly,107,27,Due Soon,0,1,-300.0,Multiple,High,8,Manufacturing,Process Automation
Audit Trail Integrity & Data Integrity,Monthly,102,12,Due Soon,1,1,63.6,EMA,High,8,All,None
Audit Trail Integrity & Data Integrity,Annual,90,47,Scheduled,6,0,100.0,FDA,Medium,0,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Annual,310,250,Compliant,5,5,60.8,PMDA,Low,13,Data Integrity,Process Automation
Audit Trail Integrity & Data Integrity,Semi-Annual,47,53,Scheduled,4,0,100.0,PMDA,Medium,0,All,Data Governance
Audit Trail Integrity & Data Integrity,Continuous,234,1,Due Soon,2,1,81.0,FDA,High,9,Manufacturing,Process Automation
Audit Trail Integrity & Data Integrity,Monthly,52,12,Due Soon,1,4,-45.5,PMDA,High,7,Data Integrity,Data Governance
Audit Trail Integrity & Data Integrity,Annual,334,222,Compliant,10,1,96.0,PMDA,Low,15,Quality,eBR Implementation
Audit Trail Integrity & Data Integrity,Monthly,242,28,Due Soon,4,1,90.2,FDA,High,0,Data Integrity,Data Governance
Audit Trail Integrity & Data Integrity,Annual,128,72,Compliant,0,1,-300.0,EMA,Low,24,Process,eBR Implementation
Audit Trail Integrity & Data Integrity,Semi-Annual,80,132,Compliant,2,0,100.0,EMA,Low,0,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,108,305,Compliant,1,1,63.6,PMDA,Low,9,Data Integrity,None
Audit Trail Integrity & Data Integrity,Monthly,81,26,Due Soon,9,1,95.6,Multiple,High,4,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,343,2,Due Soon,2,2,61.9,EMA,High,7,Data Integrity,eBR Implementation
Audit Trail Integrity & Data Integrity,Semi-Annual,255,7,Due Soon,1,0,100.0,EMA,High,0,Data Integrity,Process Automation
Audit Trail Integrity & Data Integrity,Quarterly,319,33,Scheduled,4,0,100.0,PMDA,Medium,0,Manufacturing,eBR Implementation
Audit Trail Integrity & Data Integrity,Quarterly,241,3,Due Soon,0,0,100.0,FDA,High,0,Quality,Process Automation
Audit Trail Integrity & Data Integrity,Annual,194,276,Compliant,8,0,100.0,EMA,Low,0,Quality,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,115,178,Compliant,4,1,90.2,FDA,Low,10,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,238,243,Compliant,4,0,100.0,Multiple,Low,0,Process,Process Automation
Audit Trail Integrity & Data Integrity,Semi-Annual,327,154,Compliant,1,0,100.0,FDA,Low,0,Data Integrity,Process Automation
Audit Trail Integrity & Data Integrity,Monthly,132,28,Due Soon,2,3,42.9,EMA,High,25,Data Integrity,None
Audit Trail Integrity & Data Integrity,Quarterly,343,78,Compliant,3,3,61.3,FDA,Low,33,All,Process Automation
Audit Trail Integrity & Data Integrity,Continuous,65,3,Due Soon,4,0,100.0,EMA,High,0,Process,System Upgrade
Audit Trail Integrity & Data Integrity,Semi-Annual,338,57,Scheduled,1,4,-45.5,FDA,Medium,11,Manufacturing,Process Automation
Audit Trail Integrity & Data Integrity,Quarterly,54,78,Compliant,5,0,100.0,EMA,Low,0,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Semi-Annual,155,168,Compliant,0,0,100.0,PMDA,Low,0,All,None
Audit Trail Integrity & Data Integrity,Continuous,68,4,Due Soon,0,3,-1100.0,PMDA,High,2,All,Data Governance
Audit Trail Integrity & Data Integrity,Semi-Annual,18,148,Compliant,2,0,100.0,Multiple,Low,0,Manufacturing,System Upgrade
Audit Trail Integrity & Data Integrity,Semi-Annual,74,3,Due Soon,0,0,100.0,FDA,High,0,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Monthly,6,10,Due Soon,12,2,93.4,Multiple,High,11,All,Data Governance
Audit Trail Integrity & Data Integrity,Semi-Annual,296,160,Compliant,7,4,77.5,Multiple,Low,6,All,System Upgrade
Audit Trail Integrity & Data Integrity,Monthly,135,19,Due Soon,1,0,100.0,Multiple,High,0,Manufacturing,Data Governance
Audit Trail Integrity & Data Integrity,Continuous,173,5,Due Soon,0,0,100.0,EMA,High,0,Data Integrity,Data Governance
Audit Trail Integrity & Data Integrity,Monthly,282,24,Due Soon,1,0,100.0,Multiple,High,0,Manufacturing,Data Governance
Audit Trail Integrity & Data Integrity,Continuous,33,4,Due Soon,6,2,86.9,PMDA,High,2,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Continuous,49,2,Due Soon,4,2,80.5,EMA,High,4,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,365,281,Compliant,3,0,100.0,PMDA,Low,0,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Quarterly,224,57,Scheduled,0,1,-300.0,FDA,Medium,5,Process,System Upgrade
Audit Trail Integrity & Data Integrity,Monthly,262,26,Due Soon,0,1,-300.0,EMA,High,29,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Annual,182,101,Compliant,3,2,74.2,EMA,Low,14,Process,None
Audit Trail Integrity & Data Integrity,Continuous,273,0,Due Soon,4,0,100.0,PMDA,High,0,Process,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,192,2,Due Soon,7,2,88.7,EMA,High,3,Manufacturing,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,78,3,Due Soon,2,1,81.0,Multiple,High,1,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Annual,152,205,Compliant,0,0,100.0,Multiple,Low,0,Process,Process Automation
Audit Trail Integrity & Data Integrity,Monthly,165,14,Due Soon,5,0,100.0,EMA,High,0,Data Integrity,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,363,128,Compliant,1,0,100.0,PMDA,Low,0,Quality,None
Audit Trail Integrity & Data Integrity,Continuous,31,1,Due Soon,4,3,70.7,Multiple,High,8,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Monthly,83,26,Due Soon,0,1,-300.0,EMA,High,14,All,System Upgrade
Audit Trail Integrity & Data Integrity,Monthly,303,12,Due Soon,3,2,74.2,EMA,High,3,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Annual,142,115,Compliant,0,0,100.0,EMA,Low,0,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Continuous,106,2,Due Soon,9,1,95.6,Multiple,High,13,Quality,Data Governance
Audit Trail Integrity & Data Integrity,Quarterly,327,1,Due Soon,6,2,86.9,FDA,High,2,Process,Data Governance
Audit Trail Integrity & Data Integrity,Continuous,322,1,Due Soon,0,3,-1100.0,Multiple,High,39,Quality,Process Automation
Audit Trail Integrity & Data Integrity,Quarterly,278,15,Due Soon,2,3,42.9,Multiple,High,2,Quality,eBR Implementation
Audit Trail Integrity & Data Integrity,Quarterly,21,34,Scheduled,0,1,-300.0,Multiple,Medium,16,Data Integrity,eBR Implementation
Audit Trail Integrity & Data Integrity,Monthly,300,13,Due Soon,3,1,87.1,EMA,High,0,All,Data Governance
Audit Trail Integrity & Data Integrity,Semi-Annual,53,133,Compliant,1,4,-45.5,FDA,Low,1,Process,None
Audit Trail Integrity & Data Integrity,Quarterly,341,30,Scheduled,3,2,74.2,Multiple,Medium,13,All,Process Automation
Audit Trail Integrity & Data Integrity,Annual,54,326,Compliant,13,0,100.0,PMDA,Low,0,Data Integrity,Data Governance
Audit Trail Integrity & Data Integrity,Continuous,215,5,Due Soon,3,0,100.0,PMDA,High,0,Data Integrity,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,249,51,Scheduled,1,1,63.6,EMA,Medium,2,Process,Process Automation
Audit Trail Integrity & Data Integrity,Semi-Annual,223,151,Compliant,7,1,94.4,PMDA,Low,3,Manufacturing,Process Automation
Audit Trail Integrity & Data Integrity,Continuous,311,6,Due Soon,0,0,100.0,Multiple,High,0,Manufacturing,None
Audit Trail Integrity & Data Integrity,Annual,330,302,Compliant,2,2,61.9,FDA,Low,6,Process,eBR Implementation
Audit Trail Integrity & Data Integrity,Annual,185,122,Compliant,0,0,100.0,Multiple,Low,0,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Quarterly,226,82,Compliant,1,1,63.6,Multiple,Low,2,Process,None
Audit Trail Integrity & Data Integrity,Annual,322,204,Compliant,0,0,100.0,Multiple,Low,0,Manufacturing,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,13,2,Due Soon,2,1,81.0,PMDA,High,18,Manufacturing,Data Governance
Audit Trail Integrity & Data Integrity,Monthly,15,25,Due Soon,3,1,87.1,Multiple,High,1,Data Integrity,Data Governance
Audit Trail Integrity & Data Integrity,Quarterly,128,45,Scheduled,0,1,-300.0,PMDA,Medium,0,All,eBR Implementation
Audit Trail Integrity & Data Integrity,Quarterly,358,58,Scheduled,1,0,100.0,PMDA,Medium,0,Quality,System Upgrade
Audit Trail Integrity & Data Integrity,Continuous,206,5,Due Soon,0,0,100.0,PMDA,High,0,Quality,Process Automation
Audit Trail Integrity & Data Integrity,Annual,181,170,Compliant,4,0,100.0,EMA,Low,0,Data Integrity,Data Governance
Master Data Governance & Accuracy,Annual,328,46,Scheduled,0,0,100.0,Multiple,Medium,0,Data Integrity,None
Master Data Governance & Accuracy,Monthly,96,20,Due Soon,3,2,74.2,Multiple,High,1,Quality,Data Governance
Master Data Governance & Accuracy,Monthly,173,11,Due Soon,4,0,100.0,Multiple,High,0,Data Integrity,System Upgrade
Master Data Governance & Accuracy,Semi-Annual,9,82,Compliant,3,1,87.1,FDA,Low,15,Quality,None
Master Data Governance & Accuracy,Quarterly,359,64,Compliant,3,0,100.0,PMDA,Low,0,Process,None
Master Data Governance & Accuracy,Semi-Annual,317,101,Compliant,2,0,100.0,FDA,Low,0,Quality,eBR Implementation
Master Data Governance & Accuracy,Annual,307,364,Compliant,10,0,100.0,Multiple,Low,0,Data Integrity,System Upgrade
Master Data Governance & Accuracy,Quarterly,182,68,Compliant,1,0,100.0,Multiple,Low,0,Quality,Process Automation
Master Data Governance & Accuracy,Annual,315,150,Compliant,0,1,-300.0,FDA,Low,6,Data Integrity,System Upgrade
Master Data Governance & Accuracy,Monthly,21,26,Due Soon,1,0,100.0,EMA,High,0,Process,System Upgrade
Master Data Governance & Accuracy,Quarterly,254,3,Due Soon,3,0,100.0,EMA,High,0,Quality,System Upgrade
Master Data Governance & Accuracy,Semi-Annual,332,112,Compliant,1,1,63.6,EMA,Low,5,Quality,eBR Implementation
Master Data Governance & Accuracy,Quarterly,11,31,Scheduled,0,2,-700.0,Multiple,Medium,3,All,Process Automation
Master Data Governance & Accuracy,Continuous,212,3,Due Soon,0,1,-300.0,EMA,High,0,Process,None
Master Data Governance & Accuracy,Monthly,295,20,Due Soon,1,2,27.3,Multiple,High,24,Data Integrity,Data Governance
Master Data Governance & Accuracy,Quarterly,190,55,Scheduled,2,0,100.0,PMDA,Medium,0,Quality,Data Governance
Master Data Governance & Accuracy,Continuous,40,5,Due Soon,0,1,-300.0,EMA,High,5,Data Integrity,System Upgrade
Master Data Governance & Accuracy,Continuous,50,2,Due Soon,0,2,-700.0,Multiple,High,2,Process,Data Governance
Master Data Governance & Accuracy,Annual,117,309,Compliant,1,0,100.0,PMDA,Low,0,Process,System Upgrade
Master Data Governance & Accuracy,Monthly,295,8,Due Soon,3,0,100.0,FDA,High,0,All,None
Master Data Governance & Accuracy,Monthly,303,15,Due Soon,0,0,100.0,Multiple,High,0,Manufacturing,System Upgrade
Master Data Governance & Accuracy,Annual,230,286,Compliant,6,1,93.4,FDA,Low,1,Data Integrity,Process Automation
Master Data Governance & Accuracy,Semi-Annual,350,16,Due Soon,4,0,100.0,PMDA,High,0,Manufacturing,Data Governance
Master Data Governance & Accuracy,Continuous,15,4,Due Soon,1,1,63.6,Multiple,High,8,All,System Upgrade
Master Data Governance & Accuracy,Monthly,339,6,Due Soon,0,2,-700.0,Multiple,High,6,Data Integrity,None
Master Data Governance & Accuracy,Quarterly,120,42,Scheduled,13,1,96.9,Multiple,Medium,49,Quality,None
Master Data Governance & Accuracy,Continuous,4,5,Due Soon,1,0,100.0,FDA,High,0,Data Integrity,None
Master Data Governance & Accuracy,Annual,315,36,Scheduled,3,2,74.2,FDA,Medium,19,Process,Process Automation
Master Data Governance & Accuracy,Semi-Annual,128,49,Scheduled,1,1,63.6,EMA,Medium,19,Quality,eBR Implementation
Master Data Governance & Accuracy,Monthly,62,23,Due Soon,6,0,100.0,PMDA,High,0,Manufacturing,eBR Implementation
Master Data Governance & Accuracy,Monthly,359,18,Due Soon,3,1,87.1,Multiple,High,0,All,Process Automation
Master Data Governance & Accuracy,Monthly,176,4,Due Soon,7,0,100.0,EMA,High,0,Manufacturing,Data Governance
Master Data Governance & Accuracy,Quarterly,363,22,Due Soon,3,3,61.3,Multiple,High,1,Data Integrity,Process Automation
Master Data Governance & Accuracy,Annual,134,94,Compliant,5,1,92.2,Multiple,Low,18,Quality,System Upgrade
Master Data Governance & Accuracy,Quarterly,325,82,Compliant,2,0,100.0,FDA,Low,0,Data Integrity,Process Automation
Master Data Governance & Accuracy,Annual,132,268,Compliant,3,0,100.0,FDA,Low,0,Process,eBR Implementation
Master Data Governance & Accuracy,Continuous,350,0,Due Soon,1,0,100.0,PMDA,High,0,Manufacturing,System Upgrade
Master Data Governance & Accuracy,Annual,7,270,Compliant,2,1,81.0,FDA,Low,12,Data Integrity,Process Automation
Master Data Governance & Accuracy,Quarterly,291,3,Due Soon,4,1,90.2,PMDA,High,16,Manufacturing,System Upgrade
Master Data Governance & Accuracy,Semi-Annual,318,162,Compliant,0,2,-700.0,Multiple,Low,4,Quality,None
Master Data Governance & Accuracy,Semi-Annual,50,88,Compliant,2,0,100.0,EMA,Low,0,Process,Data Governance
Master Data Governance & Accuracy,Continuous,226,2,Due Soon,1,0,100.0,EMA,High,0,Process,System Upgrade
Master Data Governance & Accuracy,Monthly,319,0,Due Soon,0,0,100.0,FDA,High,0,Process,eBR Implementation
Master Data Governance & Accuracy,Quarterly,56,37,Scheduled,1,0,100.0,PMDA,Medium,0,Quality,None
Master Data Governance & Accuracy,Continuous,52,2,Due Soon,0,0,100.0,Multiple,High,0,Quality,None
Master Data Governance & Accuracy,Semi-Annual,173,156,Compliant,0,3,-1100.0,Multiple,Low,11,Process,Process Automation
Master Data Governance & Accuracy,Monthly,60,30,Scheduled,7,1,94.4,FDA,Medium,18,Data Integrity,System Upgrade
Master Data Governance & Accuracy,Quarterly,123,18,Due Soon,2,0,100.0,Multiple,High,0,Quality,Process Automation
Master Data Governance & Accuracy,Annual,31,183,Compliant,2,0,100.0,Multiple,Low,0,Process,eBR Implementation
Master Data Governance & Accuracy,Continuous,340,1,Due Soon,3,3,61.3,PMDA,High,15,Process,None
Master Data Governance & Accuracy,Continuous,280,6,Due Soon,1,4,-45.5,EMA,High,42,Data Integrity,Data Governance
Master Data Governance & Accuracy,Semi-Annual,102,114,Compliant,2,2,61.9,PMDA,Low,0,All,Process Automation
Master Data Governance & Accuracy,Monthly,43,12,Due Soon,0,0,100.0,Multiple,High,0,Manufacturing,Process Automation
Master Data Governance & Accuracy,Annual,288,164,Compliant,4,0,100.0,Multiple,Low,0,Process,Process Automation
Master Data Governance & Accuracy,Quarterly,148,63,Compliant,0,0,100.0,FDA,Low,0,Process,eBR Implementation
Master Data Governance & Accuracy,Semi-Annual,158,22,Due Soon,1,0,100.0,EMA,High,0,Data Integrity,eBR Implementation
Master Data Governance & Accuracy,Continuous,25,0,Due Soon,0,1,-300.0,PMDA,High,2,All,System Upgrade
Master Data Governance & Accuracy,Quarterly,27,68,Compliant,0,2,-700.0,Multiple,Low,43,Process,None
Master Data Governance & Accuracy,Semi-Annual,190,130,Compliant,1,0,100.0,FDA,Low,0,Quality,eBR Implementation
Master Data Governance & Accuracy,Monthly,96,30,Scheduled,8,1,95.1,EMA,Medium,13,Data Integrity,eBR Implementation
Master Data Governance & Accuracy,Semi-Annual,106,126,Compliant,1,0,100.0,FDA,Low,0,Manufacturing,Process Automation
Master Data Governance & Accuracy,Semi-Annual,60,176,Compliant,3,1,87.1,PMDA,Low,6,Manufacturing,System Upgrade
